Student_ID,Age,Age_Group,Gender,Academic_Level,Country,Relationship_Status,Vulnerable_Group,Most_Used_Platform,Platform_Type,Avg_Daily_Usage_Hours,Usage_Intensity,Usage_Duration_Category,Addicted_Score,Addiction_Level,High_Risk_Addiction,Mental_Health_Score,Mental_Health_Category,Mental_Health_Detail,Sleep_Hours_Per_Night,Sleep_Quality,Sleep_Quality_Detail,Conflicts_Over_Social_Media,Conflict_Level,Academic_Impact_Label
447,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,8.0,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.3,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
448,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.4,Kurang,Kurang (5-6h),3,Sedang,Terdampak
449,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.3,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.7,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
450,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
451,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.9,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
452,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.1,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
453,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.3,Baik,Baik (7-9h),3,Sedang,Terdampak
454,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.1,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.2,Kurang,Kurang (5-6h),4,Sedang,Terdampak
455,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.2,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
456,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,4.2,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.0,Baik,Baik (7-9h),3,Sedang,Terdampak
457,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,8.1,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.2,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
458,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,6.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.3,Kurang,Kurang (5-6h),3,Sedang,Terdampak
459,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.2,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
460,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.0,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.2,Baik,Baik (7-9h),3,Sedang,Terdampak
461,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
462,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.2,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
463,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.5,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.4,Baik,Baik (7-9h),3,Sedang,Terdampak
464,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.2,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.1,Kurang,Kurang (5-6h),4,Sedang,Terdampak
465,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.3,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
466,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,4.1,Sedang,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.1,Baik,Baik (7-9h),3,Sedang,Terdampak
467,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,8.2,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.1,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
468,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,7.0,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.2,Kurang,Kurang (5-6h),3,Sedang,Terdampak
469,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.1,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
470,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.3,Baik,Baik (7-9h),3,Sedang,Terdampak
471,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.7,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.2,Baik,Baik (7-9h),3,Sedang,Terdampak
472,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.3,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
473,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.4,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.5,Baik,Baik (7-9h),3,Sedang,Terdampak
474,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.3,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.0,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
475,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.4,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
476,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,4.0,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.2,Baik,Baik (7-9h),3,Sedang,Terdampak
477,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,8.3,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),4.0,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
478,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,7.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.1,Kurang,Kurang (5-6h),3,Sedang,Terdampak
479,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,3.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),9.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
480,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,3.8,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.4,Baik,Baik (7-9h),3,Sedang,Terdampak
481,19,16-19 (Sangat Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.3,Baik,Baik (7-9h),3,Sedang,Terdampak
482,21,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.4,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.4,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
483,20,20-22 (Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.3,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.6,Baik,Baik (7-9h),3,Sedang,Terdampak
484,22,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.4,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),4.9,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
485,19,16-19 (Sangat Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.5,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
486,21,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,Instagram,Visual/Photo,3.9,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.3,Baik,Baik (7-9h),3,Sedang,Terdampak
487,20,20-22 (Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),TikTok,Video Pendek,8.4,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),3.9,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
488,22,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,7.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),5.0,Kurang,Sangat Kurang (<5h),3,Sedang,Terdampak
489,19,16-19 (Sangat Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,2.9,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),9.1,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
490,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,3.7,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.5,Baik,Baik (7-9h),3,Sedang,Terdampak
491,20,20-22 (Muda),Perempuan,Sarjana,Spain,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.5,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.4,Baik,Baik (7-9h),3,Sedang,Terdampak
492,22,20-22 (Muda),Laki-laki,Pascasarjana,Denmark,Berpacaran,Tidak,Facebook,Sosial/Komunitas,2.3,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.5,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
493,19,16-19 (Sangat Muda),Perempuan,Sarjana,Ireland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.2,Sedang,Penggunaan Rendah (≤4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),8.7,Baik,Baik (7-9h),3,Sedang,Terdampak
494,21,20-22 (Muda),Laki-laki,Pascasarjana,India,Berpacaran,Tidak,WhatsApp,Lainnya,7.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),4.8,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
495,20,20-22 (Muda),Perempuan,Sarjana,Switzerland,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,2.2,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),9.6,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
496,22,20-22 (Muda),Laki-laki,Pascasarjana,Turkey,Lajang,Tidak,TikTok,Video Pendek,3.8,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.4,Baik,Baik (7-9h),3,Sedang,Terdampak
497,19,16-19 (Sangat Muda),Perempuan,Sarjana,USA,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,8.5,Tinggi,Penggunaan Tinggi (>4 jam),9,Risiko Tinggi,Ya,5,Sedang,Buruk (4-5),3.8,Kurang,Sangat Kurang (<5h),4,Sedang,Terdampak
498,21,20-22 (Muda),Laki-laki,Pascasarjana,Mexico,Lajang,Tidak,WhatsApp,Lainnya,7.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),4.9,Kurang,Sangat Kurang (<5h),3,Sedang,Terdampak
499,20,20-22 (Muda),Perempuan,Sarjana,France,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,2.8,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),9.2,Baik,Berlebihan (>9h),2,Rendah,Tidak Terdampak
500,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,3.6,Sedang,Penggunaan Rendah (≤4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),8.6,Baik,Baik (7-9h),3,Sedang,Terdampak
501,19,16-19 (Sangat Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),WhatsApp,Lainnya,6.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.3,Cukup,Cukup (6-7h),3,Sedang,Terdampak
502,21,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.5,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
503,20,20-22 (Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.8,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.2,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
504,22,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Instagram,Visual/Photo,4.7,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
505,19,16-19 (Sangat Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),7.0,Cukup,Cukup (6-7h),3,Sedang,Terdampak
506,21,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,5.5,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
507,20,20-22 (Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.5,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.5,Cukup,Cukup (6-7h),4,Sedang,Terdampak
508,22,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
509,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.0,Kurang,Kurang (5-6h),4,Sedang,Terdampak
510,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.8,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.4,Baik,Baik (7-9h),3,Sedang,Terdampak
511,20,20-22 (Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,6.1,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.4,Cukup,Cukup (6-7h),3,Sedang,Terdampak
512,22,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.4,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),7.9,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
513,19,16-19 (Sangat Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,3.7,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.3,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
514,21,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
515,20,20-22 (Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.2,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.9,Cukup,Cukup (6-7h),3,Sedang,Terdampak
516,22,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,5.6,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
517,19,16-19 (Sangat Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.6,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.4,Cukup,Cukup (6-7h),4,Sedang,Terdampak
518,21,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,4.1,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
519,20,20-22 (Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,6.9,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.9,Kurang,Kurang (5-6h),4,Sedang,Terdampak
520,22,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,TikTok,Video Pendek,4.7,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.5,Baik,Baik (7-9h),3,Sedang,Terdampak
521,19,16-19 (Sangat Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),WhatsApp,Lainnya,6.0,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
522,21,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.3,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.0,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
523,20,20-22 (Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.6,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.4,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
524,22,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.5,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.7,Baik,Baik (7-9h),3,Sedang,Terdampak
525,19,16-19 (Sangat Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.3,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.8,Cukup,Cukup (6-7h),3,Sedang,Terdampak
526,21,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,5.7,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
527,20,20-22 (Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.7,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.3,Cukup,Cukup (6-7h),4,Sedang,Terdampak
528,22,20-22 (Muda),Laki-laki,Pascasarjana,Poland,Lajang,Tidak,Facebook,Sosial/Komunitas,4.0,Sedang,Penggunaan Rendah (≤4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
529,19,16-19 (Sangat Muda),Perempuan,Sarjana,India,Berpacaran,Ya (Perempuan Muda),WhatsApp,Lainnya,7.0,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),5.8,Kurang,Kurang (5-6h),4,Sedang,Terdampak
530,21,20-22 (Muda),Laki-laki,Pascasarjana,Canada,Lajang,Tidak,Instagram,Visual/Photo,4.6,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.6,Baik,Baik (7-9h),3,Sedang,Terdampak
531,20,20-22 (Muda),Perempuan,Sarjana,Brazil,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.9,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.6,Cukup,Cukup (6-7h),3,Sedang,Terdampak
532,22,20-22 (Muda),Laki-laki,Pascasarjana,China,Berpacaran,Tidak,WeChat,Lainnya,4.2,Sedang,Penggunaan Tinggi (>4 jam),5,Risiko Rendah,Tidak,7,Baik,Sedang (6-7),8.1,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
533,19,16-19 (Sangat Muda),Perempuan,Sarjana,Netherlands,Lajang,Ya (Perempuan Muda),Instagram,Visual/Photo,3.5,Sedang,Penggunaan Rendah (≤4 jam),4,Risiko Rendah,Tidak,8,Baik,Baik (8-10),8.5,Baik,Baik (7-9h),2,Rendah,Tidak Terdampak
534,21,20-22 (Muda),Laki-laki,Pascasarjana,New Zealand,Berpacaran,Tidak,Facebook,Sosial/Komunitas,4.4,Sedang,Penggunaan Tinggi (>4 jam),6,Risiko Sedang,Tidak,7,Baik,Sedang (6-7),7.8,Baik,Baik (7-9h),3,Sedang,Terdampak
535,20,20-22 (Muda),Perempuan,Sarjana,Singapore,Lajang,Ya (Perempuan Muda),TikTok,Video Pendek,5.4,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.7,Cukup,Cukup (6-7h),3,Sedang,Terdampak
536,22,20-22 (Muda),Laki-laki,Pascasarjana,Malaysia,Lajang,Tidak,WhatsApp,Lainnya,5.8,Tinggi,Penggunaan Tinggi (>4 jam),7,Risiko Sedang,Tidak,6,Sedang,Sedang (6-7),6.5,Cukup,Cukup (6-7h),3,Sedang,Terdampak
537,19,16-19 (Sangat Muda),Perempuan,Sarjana,UAE,Berpacaran,Ya (Perempuan Muda),Instagram,Visual/Photo,6.8,Tinggi,Penggunaan Tinggi (>4 jam),8,Risiko Sedang,Tidak,5,Sedang,Buruk (4-5),6.2,Cukup,Cukup (6-7h),4,Sedang,Terdampak
